0.002	0.999999246102456	0.0007625005618572267	8.66029118243679e-6
0.004	0.9999969451304264	0.0015396275646617497	0.000032098664584100835
0.006	0.9999930853097253	0.0023213367900676296	0.00006863724082007041
0.008	0.9999876574886054	0.003107635647425777	0.00011739473069031488
0.01	0.9999806524562806	0.00389855626442559	0.0001777727544200428
0.012	0.9999720609360092	0.004694132011651142	0.0002493213414554962
0.014	0.9999618735836872	0.005494396866201345	0.00033168247886368593
0.016	0.9999500809868205	0.006299385201746777	0.00042456080583820166
0.018000000000000002	0.9999366736638301	0.007109131695881565	0.0005277063968098054
0.02	0.9999216420633733	0.007923671468457183	0.0006409037755018269
0.022	0.9999049765636037	0.008743039935421582	0.0007639644747196749
0.024	0.999886667471426	0.009567272880151023	0.0008967217639894878
0.026000000000000002	0.9998667050217291	0.010396406562529492	0.0010390267782023378
0.028	0.9998450793765744	0.011230477502510716	0.0011907455924911005
0.03	0.9998217806246424	0.012069522605351324	0.001351756956026777
0.032	0.9997967987804219	0.012913579180651169	0.0015219505048487362
0.034	0.9997701237833875	0.01376268487668364	0.0017012253263554264
0.036000000000000004	0.9997417454973108	0.01461687779241716	0.0018894887892001195
0.038	0.9997116537093867	0.01547619637909392	0.002086655577664068
0.04	0.9996798381295167	0.016340679515780554	0.0022926468853485633
0.042	0.9996462883894476	0.017210366453856984	0.0025073897355622453
0.044	0.9996109940419584	0.018085296901393377	0.002730816403183821
0.046	0.9995739445600724	0.018965510929336293	0.0029628639186281
0.048	0.999535129336202	0.019851049067876048	0.003203473639623998
0.05	0.9994945376812808	0.02074195225920672	0.0034525908789503914
0.052000000000000005	0.9994521588239617	0.021638261876844034	0.0037101645787536116
0.054	0.9994079819096983	0.022540019717742776	0.003976147024352658
0.056	0.9993619959998287	0.023447268073018	0.0042504935911778716
0.058	0.9993141900708113	0.024360049626304114	0.004533162519880155
0.06	0.9992645530131681	0.025278407544571113	0.004824114716310452
0.062	0.9992130736306414	0.02620238546030551	0.005123313572144384
0.064	0.9991597406392895	0.027132027468179665	0.0054307248036876725
0.066	0.9991045426664767	0.028067378112894836	0.005746316306831579
0.068	0.9990474682499806	0.029008482473780184	0.006070058025708737
0.07	0.9989885058369748	0.02995538606820336	0.006401921833644668
0.07200000000000001	0.9989276437830918	0.030908134940443865	0.006741881424743402
0.074	0.9988648703513466	0.03186677560634843	0.007089912215294485
0.076	0.9988001737112114	0.032831355191387246	0.007445991253635279
0.078	0.9987335419373385	0.03380192126384296	0.007810097138198704
0.08	0.9986649630089416	0.03477852181266172	0.00818220993981512
0.082	0.9985944248085588	0.035761205467776946	0.008562311132703454
0.084	0.9985219151209511	0.0367500214393246	0.008950383530391742
0.08600000000000001	0.9984474216317512	0.03774501951381293	0.009346411227677353
0.088	0.998370931926838	0.038746249778232045	0.009750379543331668
0.09	0.9982924334911164	0.039753763080185855	0.010162274969611926
0.092	0.9982119137073376	0.04076761078597446	0.01058208512578315
0.094	0.9981293598548411	0.0417878448360498	0.011009798714457602
0.096	0.9980447591085663	0.04281451774601486	0.011445405479975256
0.098	0.9979580985378754	0.04384768261728178	0.011888896170638699
0.1	0.9978693651052744	0.04488739317859425	0.012340262503625288
0.10200000000000001	0.9977785456651965	0.04593370373856542	0.0127994971320863
0.10400000000000001	0.9976856269628565	0.04698666925356809	0.013266593613987757
0.106	0.9975905956329245	0.04804634529276264	0.01374154638346253
0.108	0.997493438198371	0.04911278803931829	0.014224350723682758
0.11	0.997394141068997	0.05018605437401291	0.01471500274202342
0.112	0.997292690540332	0.05126620179418673	0.015213499346033823
0.114	0.997189072792223	0.05235328844632736	0.015719838221153384
